dataset	algorithm	proc	n_edges	GS_src	AUPR
sridharan_A2S	SCENIC	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.11981533403871193
sridharan_A2S	SCENIC	normalized	all_edges	mESC_lit	0.20028103348510848
sridharan_FBS	SCENIC	normalized	all_edges	mESC_escapechip	0.19405060730627316
sridharan_FBS	SCENIC	normalized	all_edges	mESC_encodechip	0.6708665397070646
sridharan_FBS	SCENIC	normalized	all_edges	mESC_chipunion	0.19675117225501573
sridharan_FBS	SCENIC	normalized	all_edges	mESC_logof	0.12215321691335557
sridharan_FBS	SCENIC	normalized	all_edges	mESC_nishiyama	0.05844029165102175
sridharan_FBS	SCENIC	normalized	all_edges	mESC_KDUnion	0.0738662436304015
sridharan_FBS	SCENIC	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.092360408822706
sridharan_FBS	SCENIC	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.121308855741367
sridharan_FBS	SCENIC	normalized	all_edges	mESC_lit	0.23974918357298144
shalek_GSE48968	SCENIC	normalized	all_edges	mDC_chipunion	0.5000200762861114
shalek_GSE48968	SCENIC	normalized	all_edges	mDC_KDUnion	0.4718273338256178
shalek_GSE48968	SCENIC	normalized	all_edges	mDC_chipunion_KDUnion_intersect	0.4393596151650601
zhao_GSE114952	SCENIC	normalized	all_edges	mESC_escapechip	0.19001502981814278
zhao_GSE114952	SCENIC	normalized	all_edges	mESC_encodechip	0.5788296257680059
zhao_GSE114952	SCENIC	normalized	all_edges	mESC_chipunion	0.19470832323382145
zhao_GSE114952	SCENIC	normalized	all_edges	mESC_logof	0.14054451023670064
zhao_GSE114952	SCENIC	normalized	all_edges	mESC_nishiyama	0.08218481670585887
zhao_GSE114952	SCENIC	normalized	all_edges	mESC_KDUnion	0.10041750479508073
zhao_GSE114952	SCENIC	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.11035045173980108
zhao_GSE114952	SCENIC	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.11800970823901286
zhao_GSE114952	SCENIC	normalized	all_edges	mESC_lit	0.23755439551758767
jackson_GSE125162	SCENIC	normalized	all_edges	hu	0.016854068344618594
jackson_GSE125162	SCENIC	normalized	all_edges	mac2	0.02523670839413631
jackson_GSE125162	SCENIC	normalized	all_edges	yeastract_c3	0.024092664492484178
jackson_GSE125162	SCENIC	normalized	all_edges	yeastract_t2	0.02401126818096296
jackson_GSE125162	SCENIC	normalized	all_edges	yeast_chipunion	0.03527917715331881
jackson_GSE125162	SCENIC	normalized	all_edges	yeast_KDUnion	0.02768278290750794
jackson_GSE125162	SCENIC	normalized	all_edges	yeast_chipunion_KDUnion_intersect	0.021301296154031996
gasch_GSE102475	SCODE	normalized	all_edges	hu	0.040603610014331194
gasch_GSE102475	SCODE	normalized	all_edges	mac2	0.027151525799901
gasch_GSE102475	SCODE	normalized	all_edges	yeastract_c3	0.032432752005791245
gasch_GSE102475	SCODE	normalized	all_edges	yeastract_t2	0.03425352775848041
gasch_GSE102475	SCODE	normalized	all_edges	yeast_chipunion	0.05107462104105618
gasch_GSE102475	SCODE	normalized	all_edges	yeast_KDUnion	0.056101511528411786
gasch_GSE102475	SCODE	normalized	all_edges	yeast_chipunion_KDUnion_intersect	0.03316447390214158
han_GSE107552	SCODE	normalized	all_edges	hESC_encodechip	0.4867997755945018
han_GSE107552	SCODE	normalized	all_edges	hESC_escapechip	0.15674994769064152
han_GSE107552	SCODE	normalized	all_edges	hESC_chipunion	0.3759895777200328
han_GSE107552	SCODE	normalized	all_edges	hESC_logof	0.10932330607547405
han_GSE107552	SCODE	normalized	all_edges	hESC_nishiyama	0.05497453514611013
han_GSE107552	SCODE	normalized	all_edges	hESC_KDUnion	0.06722356097797073
han_GSE107552	SCODE	normalized	all_edges	hESC_chipunion_KDUnion_intersect	0.06140766615587851
han_GSE107552	SCODE	normalized	all_edges	hESC_lit	0.09289284259140548
sridharan_A2S	SCODE	normalized	all_edges	mESC_escapechip	0.19363272335223602
sridharan_A2S	SCODE	normalized	all_edges	mESC_encodechip	0.7530040576773088
sridharan_A2S	SCODE	normalized	all_edges	mESC_chipunion	0.19697226932961442
sridharan_A2S	SCODE	normalized	all_edges	mESC_logof	0.10452865267630312
sridharan_A2S	SCODE	normalized	all_edges	mESC_nishiyama	0.04751553432179119
sridharan_A2S	SCODE	normalized	all_edges	mESC_KDUnion	0.061262676917759905
sridharan_A2S	SCODE	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.07775692977778412
sridharan_A2S	SCODE	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.12443206723549219
sridharan_A2S	SCODE	normalized	all_edges	mESC_lit	0.12752554726765852
sridharan_FBS	SCODE	normalized	all_edges	mESC_escapechip	0.18971163220503875
sridharan_FBS	SCODE	normalized	all_edges	mESC_encodechip	0.7241730637161681
sridharan_FBS	SCODE	normalized	all_edges	mESC_chipunion	0.19119508083219824
sridharan_FBS	SCODE	normalized	all_edges	mESC_logof	0.10233205647303958
sridharan_FBS	SCODE	normalized	all_edges	mESC_nishiyama	0.04835102266031423
sridharan_FBS	SCODE	normalized	all_edges	mESC_KDUnion	0.06072142489806326
sridharan_FBS	SCODE	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.07200108437160306
sridharan_FBS	SCODE	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.12559827464059833
sridharan_FBS	SCODE	normalized	all_edges	mESC_lit	0.10762422392452292
shalek_GSE48968	SCODE	normalized	all_edges	mDC_chipunion	0.4528647340263288
shalek_GSE48968	SCODE	normalized	all_edges	mDC_KDUnion	0.3695739974756145
shalek_GSE48968	SCODE	normalized	all_edges	mDC_chipunion_KDUnion_intersect	0.34566543981312553
zhao_GSE114952	SCODE	normalized	all_edges	mESC_escapechip	0.192857538937475
zhao_GSE114952	SCODE	normalized	all_edges	mESC_encodechip	0.4935692540701479
zhao_GSE114952	SCODE	normalized	all_edges	mESC_chipunion	0.19627509335567334
zhao_GSE114952	SCODE	normalized	all_edges	mESC_logof	0.12232867996743287
zhao_GSE114952	SCODE	normalized	all_edges	mESC_nishiyama	0.06486475744329823
zhao_GSE114952	SCODE	normalized	all_edges	mESC_KDUnion	0.08238071435278656
zhao_GSE114952	SCODE	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.10657048084017855
zhao_GSE114952	SCODE	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.1247126951886373
zhao_GSE114952	SCODE	normalized	all_edges	mESC_lit	0.2787872858564748
jackson_GSE125162	SCODE	normalized	all_edges	hu	0.02171425377341131
jackson_GSE125162	SCODE	normalized	all_edges	mac2	0.019952666670570045
jackson_GSE125162	SCODE	normalized	all_edges	yeastract_c3	0.019560160168047652
jackson_GSE125162	SCODE	normalized	all_edges	yeastract_t2	0.019236145294297027
jackson_GSE125162	SCODE	normalized	all_edges	yeast_chipunion	0.03582745291277862
jackson_GSE125162	SCODE	normalized	all_edges	yeast_KDUnion	0.03883922370477695
jackson_GSE125162	SCODE	normalized	all_edges	yeast_chipunion_KDUnion_intersect	0.019283276694775555
gasch_GSE102475	Scribe	normalized	all_edges	hu	0.02999141153272451
gasch_GSE102475	Scribe	normalized	all_edges	mac2	0.0255509797741165
gasch_GSE102475	Scribe	normalized	all_edges	yeastract_c3	0.029057600425833028
gasch_GSE102475	Scribe	normalized	all_edges	yeastract_t2	0.028940518008011045
gasch_GSE102475	Scribe	normalized	all_edges	yeast_chipunion	0.042304110622924725
gasch_GSE102475	Scribe	normalized	all_edges	yeast_KDUnion	0.03764888035680917
gasch_GSE102475	Scribe	normalized	all_edges	yeast_chipunion_KDUnion_intersect	0.028287767798480322
han_GSE107552	Scribe	normalized	all_edges	hESC_encodechip	0.47115265625014363
han_GSE107552	Scribe	normalized	all_edges	hESC_escapechip	0.18795933750103305
han_GSE107552	Scribe	normalized	all_edges	hESC_chipunion	0.3774459199544302
han_GSE107552	Scribe	normalized	all_edges	hESC_logof	0.14013972956154747
han_GSE107552	Scribe	normalized	all_edges	hESC_nishiyama	0.06382301367172875
han_GSE107552	Scribe	normalized	all_edges	hESC_KDUnion	0.08190706732717339
han_GSE107552	Scribe	normalized	all_edges	hESC_chipunion_KDUnion_intersect	0.10017194400664847
han_GSE107552	Scribe	normalized	all_edges	hESC_lit	0.19419492188832413
sridharan_A2S	Scribe	normalized	all_edges	mESC_escapechip	0.19099641337157983
sridharan_A2S	Scribe	normalized	all_edges	mESC_encodechip	0.6926199493356124
sridharan_A2S	Scribe	normalized	all_edges	mESC_chipunion	0.19450500054208517
sridharan_A2S	Scribe	normalized	all_edges	mESC_logof	0.12314619166979059
sridharan_A2S	Scribe	normalized	all_edges	mESC_nishiyama	0.05125225636846865
sridharan_A2S	Scribe	normalized	all_edges	mESC_KDUnion	0.0688067350274778
sridharan_A2S	Scribe	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.08597203080498188
sridharan_A2S	Scribe	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.12204052787356032
sridharan_A2S	Scribe	normalized	all_edges	mESC_lit	0.15572348687604495
sridharan_FBS	Scribe	normalized	all_edges	mESC_escapechip	0.1871478475607585
sridharan_FBS	Scribe	normalized	all_edges	mESC_encodechip	0.6626421628763227
sridharan_FBS	Scribe	normalized	all_edges	mESC_chipunion	0.1897684464410732
sridharan_FBS	Scribe	normalized	all_edges	mESC_logof	0.11693596907319526
sridharan_FBS	Scribe	normalized	all_edges	mESC_nishiyama	0.049229181250337296
sridharan_FBS	Scribe	normalized	all_edges	mESC_KDUnion	0.06548928928114392
sridharan_FBS	Scribe	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.08359849613030611
sridharan_FBS	Scribe	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.12939689653135322
sridharan_FBS	Scribe	normalized	all_edges	mESC_lit	0.15332833377492994
shalek_GSE48968	Scribe	normalized	all_edges	mDC_chipunion	0.5236000124045417
shalek_GSE48968	Scribe	normalized	all_edges	mDC_KDUnion	0.4464567498046638
shalek_GSE48968	Scribe	normalized	all_edges	mDC_chipunion_KDUnion_intersect	0.47328956515578025
gasch_GSE102475	SILGGM	normalized	all_edges	hu	0.025731994092485114
gasch_GSE102475	SILGGM	normalized	all_edges	mac2	0.02269166211561886
gasch_GSE102475	SILGGM	normalized	all_edges	yeastract_c3	0.024941292745622616
gasch_GSE102475	SILGGM	normalized	all_edges	yeastract_t2	0.02384775794029931
gasch_GSE102475	SILGGM	normalized	all_edges	yeast_chipunion	0.038001031672193736
gasch_GSE102475	SILGGM	normalized	all_edges	yeast_KDUnion	0.025803919643851484
gasch_GSE102475	SILGGM	normalized	all_edges	yeast_chipunion_KDUnion_intersect	0.023698106457663418
han_GSE107552	SILGGM	normalized	all_edges	hESC_encodechip	0.37447983736109614
han_GSE107552	SILGGM	normalized	all_edges	hESC_escapechip	0.15201514746131628
han_GSE107552	SILGGM	normalized	all_edges	hESC_chipunion	0.2840869118794213
han_GSE107552	SILGGM	normalized	all_edges	hESC_logof	0.12446171858610555
han_GSE107552	SILGGM	normalized	all_edges	hESC_nishiyama	0.09358098938395681
han_GSE107552	SILGGM	normalized	all_edges	hESC_KDUnion	0.10510434036865095
han_GSE107552	SILGGM	normalized	all_edges	hESC_chipunion_KDUnion_intersect	0.06610225016311863
han_GSE107552	SILGGM	normalized	all_edges	hESC_lit	0.1026208465419605
sridharan_A2S	SILGGM	normalized	all_edges	mESC_escapechip	0.16102956715195563
sridharan_A2S	SILGGM	normalized	all_edges	mESC_encodechip	0.5265957258519541
sridharan_A2S	SILGGM	normalized	all_edges	mESC_chipunion	0.16310942102236745
sridharan_A2S	SILGGM	normalized	all_edges	mESC_logof	0.1495960665715496
sridharan_A2S	SILGGM	normalized	all_edges	mESC_nishiyama	0.09517771793782726
sridharan_A2S	SILGGM	normalized	all_edges	mESC_KDUnion	0.10484168707005029
sridharan_A2S	SILGGM	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.07367896002045307
sridharan_A2S	SILGGM	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.10560913234419231
sridharan_A2S	SILGGM	normalized	all_edges	mESC_lit	0.13500506121529499
sridharan_FBS	SILGGM	normalized	all_edges	mESC_escapechip	0.16600963641564837
sridharan_FBS	SILGGM	normalized	all_edges	mESC_encodechip	0.5518819046797016
sridharan_FBS	SILGGM	normalized	all_edges	mESC_chipunion	0.16895418924549982
sridharan_FBS	SILGGM	normalized	all_edges	mESC_logof	0.14250468266879346
sridharan_FBS	SILGGM	normalized	all_edges	mESC_nishiyama	0.08644398182765327
sridharan_FBS	SILGGM	normalized	all_edges	mESC_KDUnion	0.09946075650813985
sridharan_FBS	SILGGM	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.08623020355372407
sridharan_FBS	SILGGM	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.10795821866829355
sridharan_FBS	SILGGM	normalized	all_edges	mESC_lit	0.17157009323963515
shalek_GSE48968	SILGGM	normalized	all_edges	mDC_chipunion	0.4468847592998047
shalek_GSE48968	SILGGM	normalized	all_edges	mDC_KDUnion	0.3351353505181417
shalek_GSE48968	SILGGM	normalized	all_edges	mDC_chipunion_KDUnion_intersect	0.3492925537245397
zhao_GSE114952	SILGGM	normalized	all_edges	mESC_escapechip	0.143357061041287
zhao_GSE114952	SILGGM	normalized	all_edges	mESC_encodechip	0.7026313106666487
zhao_GSE114952	SILGGM	normalized	all_edges	mESC_chipunion	0.14576242821182853
zhao_GSE114952	SILGGM	normalized	all_edges	mESC_logof	0.16429068707214986
zhao_GSE114952	SILGGM	normalized	all_edges	mESC_nishiyama	0.10681849060079847
zhao_GSE114952	SILGGM	normalized	all_edges	mESC_KDUnion	0.1215202597056707
zhao_GSE114952	SILGGM	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.059165910327263274
zhao_GSE114952	SILGGM	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.10412929970537703
zhao_GSE114952	SILGGM	normalized	all_edges	mESC_lit	0.11785003064457508
jackson_GSE125162	SILGGM	normalized	all_edges	hu	0.013974542865494113
jackson_GSE125162	SILGGM	normalized	all_edges	mac2	0.01738508207596426
jackson_GSE125162	SILGGM	normalized	all_edges	yeastract_c3	0.014450431474703429
jackson_GSE125162	SILGGM	normalized	all_edges	yeastract_t2	0.016769048295204807
jackson_GSE125162	SILGGM	normalized	all_edges	yeast_chipunion	0.02980683812536101
jackson_GSE125162	SILGGM	normalized	all_edges	yeast_KDUnion	0.01812625016250646
jackson_GSE125162	SILGGM	normalized	all_edges	yeast_chipunion_KDUnion_intersect	0.014917349470466435
gasch_GSE102475	random	normalized	all_edges	hu	0.026163216977541533
gasch_GSE102475	random	normalized	all_edges	mac2	0.026329910958834645
gasch_GSE102475	random	normalized	all_edges	yeastract_c3	0.026333535319839462
gasch_GSE102475	random	normalized	all_edges	yeastract_t2	0.026714871528929075
gasch_GSE102475	random	normalized	all_edges	yeast_chipunion	0.04151083191137431
gasch_GSE102475	random	normalized	all_edges	yeast_KDUnion	0.03126464053433017
gasch_GSE102475	random	normalized	all_edges	yeast_chipunion_KDUnion_intersect	0.025446659692255943
han_GSE107552	random	normalized	all_edges	hESC_encodechip	0.4238382588129483
han_GSE107552	random	normalized	all_edges	hESC_escapechip	0.15776815803468017
han_GSE107552	random	normalized	all_edges	hESC_chipunion	0.32477397259722846
han_GSE107552	random	normalized	all_edges	hESC_logof	0.1230084209029968
han_GSE107552	random	normalized	all_edges	hESC_nishiyama	0.07121965834363977
han_GSE107552	random	normalized	all_edges	hESC_KDUnion	0.08407163152544704
han_GSE107552	random	normalized	all_edges	hESC_chipunion_KDUnion_intersect	0.06591402353399127
han_GSE107552	random	normalized	all_edges	hESC_lit	0.11758927858200904
sridharan_A2S	random	normalized	all_edges	mESC_escapechip	0.1731754002368064
sridharan_A2S	random	normalized	all_edges	mESC_encodechip	0.6081549939990034
sridharan_A2S	random	normalized	all_edges	mESC_chipunion	0.17547834742930682
sridharan_A2S	random	normalized	all_edges	mESC_logof	0.1201499793544458
sridharan_A2S	random	normalized	all_edges	mESC_nishiyama	0.06408920368448208
sridharan_A2S	random	normalized	all_edges	mESC_KDUnion	0.07696102059589023
sridharan_A2S	random	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.07341892162747826
sridharan_A2S	random	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.11416496050287249
sridharan_A2S	random	normalized	all_edges	mESC_lit	0.11489676897637005
sridharan_FBS	random	normalized	all_edges	mESC_escapechip	0.17251275872711688
sridharan_FBS	random	normalized	all_edges	mESC_encodechip	0.6085086914371703
sridharan_FBS	random	normalized	all_edges	mESC_chipunion	0.17486755352403358
sridharan_FBS	random	normalized	all_edges	mESC_logof	0.11684227572765714
sridharan_FBS	random	normalized	all_edges	mESC_nishiyama	0.06226689723279681
sridharan_FBS	random	normalized	all_edges	mESC_KDUnion	0.07494501089609974
sridharan_FBS	random	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.07367681776378993
sridharan_FBS	random	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.11493747632118977
sridharan_FBS	random	normalized	all_edges	mESC_lit	0.11282919811023097
shalek_GSE48968	random	normalized	all_edges	mDC_chipunion	0.4652170050922058
shalek_GSE48968	random	normalized	all_edges	mDC_KDUnion	0.35357677007266985
shalek_GSE48968	random	normalized	all_edges	mDC_chipunion_KDUnion_intersect	0.37574505509962886
zhao_GSE114952	random	normalized	all_edges	mESC_escapechip	0.15839947328477014
zhao_GSE114952	random	normalized	all_edges	mESC_encodechip	0.6005377072966572
zhao_GSE114952	random	normalized	all_edges	mESC_chipunion	0.16080144445020356
zhao_GSE114952	random	normalized	all_edges	mESC_logof	0.1348099895738696
zhao_GSE114952	random	normalized	all_edges	mESC_nishiyama	0.07834638578719323
zhao_GSE114952	random	normalized	all_edges	mESC_KDUnion	0.0929058243957409
zhao_GSE114952	random	normalized	all_edges	mESC_chipunion_KDUnion_intersect	0.06431251273766406
zhao_GSE114952	random	normalized	all_edges	mESC_ATAC_Day4Day6Union	0.10963390648864248
zhao_GSE114952	random	normalized	all_edges	mESC_lit	0.10413742113359498
jackson_GSE125162	random	normalized	all_edges	hu	0.01681512086235045
jackson_GSE125162	random	normalized	all_edges	mac2	0.017672867449685933
jackson_GSE125162	random	normalized	all_edges	yeastract_c3	0.015572559657635087
jackson_GSE125162	random	normalized	all_edges	yeastract_t2	0.01712712433717337
jackson_GSE125162	random	normalized	all_edges	yeast_chipunion	0.031208088034834092
jackson_GSE125162	random	normalized	all_edges	yeast_KDUnion	0.02132902676644626
jackson_GSE125162	random	normalized	all_edges	yeast_chipunion_KDUnion_intersect	0.016558083942941955
