dataset	algorithm	proc	n_edges	GS_src	n_TFs	pred_TFs
sridharan_FBS	knnDREMI	normalized	5000	mESC_chipunion	4	Jarid2,Klf2,Phc1,Suz12
sridharan_FBS	knnDREMI	normalized	10000	mESC_chipunion	5	Eed,Jarid2,Klf2,Phc1,Suz12
sridharan_FBS	knnDREMI	normalized	50000	mESC_chipunion	6	Eed,Ezh2,Jarid2,Phc1,Suz12,Zfx
sridharan_FBS	knnDREMI	normalized	5000	mESC_logof	7	Dppa5a,Gata3,Mybl2,Nrip1,Sall4,Sox9,Tcea3
sridharan_FBS	knnDREMI	normalized	10000	mESC_logof	10	Dppa5a,Gata3,Mef2c,Mybl2,Mycn,Nrip1,Sall4,Sox2,Sox9,Tcea3
sridharan_FBS	knnDREMI	normalized	50000	mESC_logof	12	Cbx8,Dppa5a,Gata3,Klf4,Mef2c,Mybl2,Mycn,Nrip1,Sall4,Sox2,Sox9,Tcea3
sridharan_FBS	knnDREMI	normalized	5000	mESC_nishiyama	3	Gata2,Pou5f1,Sall4
sridharan_FBS	knnDREMI	normalized	10000	mESC_nishiyama	5	Gata2,Pou5f1,Sall4,Sox2,Sox9
sridharan_FBS	knnDREMI	normalized	50000	mESC_nishiyama	15	Bcl6,Dppa2,Esrrb,Fbxo15,Gata2,Gata3,Mef2c,Nanog,Nr2f1,Nr6a1,Nrip1,Pou5f1,Sall4,Sox2,Sox9
sridharan_FBS	knnDREMI	normalized	5000	mESC_KDUnion	2	Gata2,Sall4
sridharan_FBS	knnDREMI	normalized	10000	mESC_KDUnion	6	Gata2,Pou5f1,Sall4,Sox2,Sox9,Tcea3
sridharan_FBS	knnDREMI	normalized	50000	mESC_KDUnion	18	Bcl6,Cbx8,Dppa2,Dppa5a,Fbxo15,Gata2,Gata3,Mef2c,Mybl2,Mycn,Nr2f1,Nr6a1,Nrip1,Pou5f1,Sall4,Sox2,Sox9,Tcea3
sridharan_FBS	knnDREMI	normalized	5000	mESC_chipunion_KDUnion_intersect	1	Jarid2
sridharan_FBS	knnDREMI	normalized	10000	mESC_chipunion_KDUnion_intersect	1	Jarid2
sridharan_FBS	knnDREMI	normalized	50000	mESC_chipunion_KDUnion_intersect	2	Jarid2,Suz12
sridharan_FBS	knnDREMI	normalized	5000	mESC_ATAC_Day4Day6Union	0	NA
sridharan_FBS	knnDREMI	normalized	10000	mESC_ATAC_Day4Day6Union	0	NA
sridharan_FBS	knnDREMI	normalized	50000	mESC_ATAC_Day4Day6Union	2	Elf1,Zfx
sridharan_FBS	knnDREMI	normalized	5000	mESC_lit	0	NA
sridharan_FBS	knnDREMI	normalized	10000	mESC_lit	0	NA
sridharan_FBS	knnDREMI	normalized	50000	mESC_lit	0	NA
shalek_GSE48968	knnDREMI	normalized	5000	mDC_chipunion	0	NA
shalek_GSE48968	knnDREMI	normalized	10000	mDC_chipunion	0	NA
shalek_GSE48968	knnDREMI	normalized	50000	mDC_chipunion	0	NA
shalek_GSE48968	knnDREMI	normalized	5000	mDC_KDUnion	0	NA
shalek_GSE48968	knnDREMI	normalized	10000	mDC_KDUnion	0	NA
shalek_GSE48968	knnDREMI	normalized	50000	mDC_KDUnion	1	Ikzf1
shalek_GSE48968	knnDREMI	normalized	5000	mDC_chipunion_KDUnion_intersect	0	NA
shalek_GSE48968	knnDREMI	normalized	10000	mDC_chipunion_KDUnion_intersect	0	NA
shalek_GSE48968	knnDREMI	normalized	50000	mDC_chipunion_KDUnion_intersect	0	NA
zhao_GSE114952	knnDREMI	normalized	5000	mESC_escapechip	3	E2f4,Suz12,Zfx
zhao_GSE114952	knnDREMI	normalized	10000	mESC_escapechip	3	E2f4,Max,Zfx
zhao_GSE114952	knnDREMI	normalized	50000	mESC_escapechip	6	Chd1,E2f4,Max,Mycn,Yy1,Zfx
zhao_GSE114952	knnDREMI	normalized	5000	mESC_encodechip	0	NA
zhao_GSE114952	knnDREMI	normalized	10000	mESC_encodechip	0	NA
zhao_GSE114952	knnDREMI	normalized	50000	mESC_encodechip	0	NA
zhao_GSE114952	knnDREMI	normalized	5000	mESC_chipunion	3	E2f4,Suz12,Zfx
zhao_GSE114952	knnDREMI	normalized	10000	mESC_chipunion	3	E2f4,Max,Zfx
zhao_GSE114952	knnDREMI	normalized	50000	mESC_chipunion	6	Chd1,E2f4,Max,Mycn,Yy1,Zfx
zhao_GSE114952	knnDREMI	normalized	5000	mESC_logof	0	NA
zhao_GSE114952	knnDREMI	normalized	10000	mESC_logof	0	NA
zhao_GSE114952	knnDREMI	normalized	50000	mESC_logof	1	Jarid2
zhao_GSE114952	knnDREMI	normalized	5000	mESC_nishiyama	0	NA
zhao_GSE114952	knnDREMI	normalized	10000	mESC_nishiyama	0	NA
zhao_GSE114952	knnDREMI	normalized	50000	mESC_nishiyama	0	NA
zhao_GSE114952	knnDREMI	normalized	5000	mESC_KDUnion	0	NA
zhao_GSE114952	knnDREMI	normalized	10000	mESC_KDUnion	0	NA
zhao_GSE114952	knnDREMI	normalized	50000	mESC_KDUnion	0	NA
zhao_GSE114952	knnDREMI	normalized	5000	mESC_chipunion_KDUnion_intersect	0	NA
zhao_GSE114952	knnDREMI	normalized	10000	mESC_chipunion_KDUnion_intersect	0	NA
zhao_GSE114952	knnDREMI	normalized	50000	mESC_chipunion_KDUnion_intersect	0	NA
zhao_GSE114952	knnDREMI	normalized	5000	mESC_ATAC_Day4Day6Union	0	NA
zhao_GSE114952	knnDREMI	normalized	10000	mESC_ATAC_Day4Day6Union	1	Zfx
zhao_GSE114952	knnDREMI	normalized	50000	mESC_ATAC_Day4Day6Union	2	Foxj2,Zfx
zhao_GSE114952	knnDREMI	normalized	5000	mESC_lit	0	NA
zhao_GSE114952	knnDREMI	normalized	10000	mESC_lit	0	NA
zhao_GSE114952	knnDREMI	normalized	50000	mESC_lit	0	NA
jackson_GSE125162	knnDREMI	normalized	5000	hu	0	NA
jackson_GSE125162	knnDREMI	normalized	10000	hu	0	NA
jackson_GSE125162	knnDREMI	normalized	50000	hu	0	NA
jackson_GSE125162	knnDREMI	normalized	5000	mac2	0	NA
jackson_GSE125162	knnDREMI	normalized	10000	mac2	0	NA
jackson_GSE125162	knnDREMI	normalized	50000	mac2	2	YBR049C,YKL112W
jackson_GSE125162	knnDREMI	normalized	5000	yeastract_c3	1	YKL112W
jackson_GSE125162	knnDREMI	normalized	10000	yeastract_c3	1	YKL112W
jackson_GSE125162	knnDREMI	normalized	50000	yeastract_c3	4	YBR049C,YHR084W,YKL112W,YPL248C
jackson_GSE125162	knnDREMI	normalized	5000	yeastract_t2	1	YKL112W
jackson_GSE125162	knnDREMI	normalized	10000	yeastract_t2	2	YKL112W,YPL049C
jackson_GSE125162	knnDREMI	normalized	50000	yeastract_t2	3	YBR049C,YDR207C,YKL112W
jackson_GSE125162	knnDREMI	normalized	5000	yeast_chipunion	0	NA
jackson_GSE125162	knnDREMI	normalized	10000	yeast_chipunion	0	NA
jackson_GSE125162	knnDREMI	normalized	50000	yeast_chipunion	1	YKL112W
jackson_GSE125162	knnDREMI	normalized	5000	yeast_KDUnion	0	NA
jackson_GSE125162	knnDREMI	normalized	10000	yeast_KDUnion	0	NA
jackson_GSE125162	knnDREMI	normalized	50000	yeast_KDUnion	0	NA
jackson_GSE125162	knnDREMI	normalized	5000	yeast_chipunion_KDUnion_intersect	1	YKL112W
jackson_GSE125162	knnDREMI	normalized	10000	yeast_chipunion_KDUnion_intersect	1	YKL112W
jackson_GSE125162	knnDREMI	normalized	50000	yeast_chipunion_KDUnion_intersect	2	YHR084W,YKL112W
gasch_GSE102475	LEAP	normalized	5000	hu	1	YLR403W
gasch_GSE102475	LEAP	normalized	10000	hu	1	YLR403W
gasch_GSE102475	LEAP	normalized	50000	hu	4	YGL073W,YIR033W,YLR403W,YOR028C
gasch_GSE102475	LEAP	normalized	5000	mac2	2	YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	10000	mac2	1	YLR403W
gasch_GSE102475	LEAP	normalized	50000	mac2	1	YMR037C
gasch_GSE102475	LEAP	normalized	5000	yeastract_c3	2	YLR223C,YMR037C
gasch_GSE102475	LEAP	normalized	10000	yeastract_c3	2	YLR223C,YMR037C
gasch_GSE102475	LEAP	normalized	50000	yeastract_c3	2	YLR223C,YMR037C
gasch_GSE102475	LEAP	normalized	5000	yeastract_t2	3	YLR223C,YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	10000	yeastract_t2	3	YLR223C,YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	50000	yeastract_t2	3	YLR223C,YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	5000	yeast_chipunion	3	YLR223C,YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	10000	yeast_chipunion	3	YLR223C,YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	50000	yeast_chipunion	3	YLR223C,YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	5000	yeast_KDUnion	4	YEL009C,YIL101C,YMR037C,YOR298C-A
gasch_GSE102475	LEAP	normalized	10000	yeast_KDUnion	5	YEL009C,YIL101C,YLR256W,YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	50000	yeast_KDUnion	13	YDL056W,YDR096W,YEL009C,YGL073W,YGR044C,YIL101C,YIR033W,YLR256W,YML007W,YMR037C,YMR070W,YOR028C,YOR290C
gasch_GSE102475	LEAP	normalized	5000	yeast_chipunion_KDUnion_intersect	2	YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	10000	yeast_chipunion_KDUnion_intersect	2	YLR403W,YMR037C
gasch_GSE102475	LEAP	normalized	50000	yeast_chipunion_KDUnion_intersect	2	YKL112W,YLR403W
han_GSE107552	LEAP	normalized	5000	hESC_encodechip	7	CBX8,CTBP2,EGR1,JUN,JUND,NANOG,POU5F1
han_GSE107552	LEAP	normalized	10000	hESC_encodechip	12	BCL11A,CBX8,CHD1,CHD7,CTBP2,EGR1,JUN,JUND,NANOG,POU5F1,TCF12,TEAD4
han_GSE107552	LEAP	normalized	50000	hESC_encodechip	16	BCL11A,CBX8,CHD1,CHD7,CTBP2,EGR1,EZH2,JUND,NANOG,POU5F1,REST,RXRA,SUZ12,TBP,TCF12,TEAD4
han_GSE107552	LEAP	normalized	5000	hESC_escapechip	8	CDX2,E2F4,NANOG,PHC1,POU5F1,PRDM14,SOX2,TBX3
han_GSE107552	LEAP	normalized	10000	hESC_escapechip	11	CDX2,E2F4,NANOG,PHC1,POU5F1,PRDM14,SALL4,SOX2,STAT3,TBX3,ZIC3
han_GSE107552	LEAP	normalized	50000	hESC_escapechip	15	CDX2,E2F4,EED,EZH2,JARID2,NANOG,PHC1,POU5F1,PRDM14,SALL4,SOX2,STAT3,SUZ12,TBX3,TCF3
han_GSE107552	LEAP	normalized	5000	hESC_chipunion	11	CDX2,E2F4,EGR1,JUN,JUND,NANOG,PHC1,POU5F1,PRDM14,SOX2,TBX3
han_GSE107552	LEAP	normalized	10000	hESC_chipunion	12	CBX8,CDX2,CTBP2,EGR1,JUN,JUND,NANOG,PHC1,POU5F1,PRDM14,SOX2,TBX3
han_GSE107552	LEAP	normalized	50000	hESC_chipunion	28	BCL11A,CBX8,CDX2,CHD1,CHD7,CTBP2,E2F4,EED,EGR1,EZH2,JARID2,JUND,KLF5,NANOG,PHC1,POU5F1,PRDM14,REST,RXRA,SALL4,SOX2,STAT3,SUZ12,TBP,TBX3,TCF12,TCF3,TEAD4
han_GSE107552	LEAP	normalized	5000	hESC_logof	12	ASCL1,CBX8,GATA3,MEF2C,MSC,NANOG,OTX2,POU5F1,SMAD7,SOX2,TBX3,ZFP42
han_GSE107552	LEAP	normalized	10000	hESC_logof	18	ASCL1,CBX8,EOMES,GATA3,KLF5,MEF2C,MSC,NANOG,NR5A2,OTX2,POU5F1,PRDM14,SMAD7,SOX2,SOX9,TBX3,TCEA3,ZFP42
han_GSE107552	LEAP	normalized	50000	hESC_logof	33	AES,ASCL1,CBX8,DPPA5,ELF1,EOMES,ETV3,FOXJ2,GATA3,JARID2,KLF4,KLF5,MEF2C,MSC,NANOG,NR5A2,NRIP1,OTX2,POU5F1,PRDM14,RXRA,SALL4,SMAD7,SOX17,SOX2,SOX9,SUZ12,T,TBX3,TCEA3,TCF3,ZFAND3,ZFP42
han_GSE107552	LEAP	normalized	5000	hESC_nishiyama	7	ATF3,FOSL2,GATA3,HNF4A,OTX2,POU5F1,SOX2
han_GSE107552	LEAP	normalized	10000	hESC_nishiyama	15	ATF3,DLX3,FOSL2,FOXA1,GATA3,HNF4A,JUN,NANOG,NR0B1,NR2F1,OTX2,POU5F1,SOX11,SOX2,ZIC1
han_GSE107552	LEAP	normalized	50000	hESC_nishiyama	39	ASCL1,ATF3,CDX2,CTBP2,DLX3,ETS1,FOSL2,FOXA1,FOXC1,FOXL2,GATA2,GATA3,GBX2,HNF4A,HOXA9,JUN,LHX2,MEF2C,MSC,NANOG,NKX2-5,NR0B1,NR2F1,NR2F2,NRIP1,OTX1,OTX2,POU5F1,SALL4,SIX1,SMAD6,SMAD7,SOX2,SOX7,STAT3,T,TCEA3,ZFP57,ZIC1
han_GSE107552	LEAP	normalized	5000	hESC_KDUnion	13	ASCL1,ATF3,FOSL2,FOXA1,GATA3,HNF4A,MSC,NANOG,OTX2,POU5F1,SOX2,TBX3,ZIC1
han_GSE107552	LEAP	normalized	10000	hESC_KDUnion	20	ASCL1,ATF3,CDX2,DLX3,FOSL2,FOXA1,GATA3,HNF4A,ID1,JUN,MEF2C,MSC,NANOG,NR2F1,OTX2,POU5F1,SOX11,SOX2,TBX3,ZIC1
han_GSE107552	LEAP	normalized	50000	hESC_KDUnion	45	ASCL1,ATF3,CBX8,CDX2,CTBP2,DLX3,DPPA5,ETS1,FOSL2,FOXA1,FOXC1,FOXL2,GATA2,GATA3,GBX2,HNF4A,HOXA9,JUN,KLF5,LHX2,MEF2C,MSC,NANOG,NKX2-5,NR2F1,NR2F2,NR5A2,NRIP1,OTX1,OTX2,POU5F1,PRDM14,SALL4,SIX1,SMAD6,SMAD7,SOX2,SOX7,SOX9,SUZ12,TBX3,TCEA3,ZFP42,ZFP57,ZIC1
han_GSE107552	LEAP	normalized	5000	hESC_chipunion_KDUnion_intersect	4	CDX2,NANOG,POU5F1,TBX3
han_GSE107552	LEAP	normalized	10000	hESC_chipunion_KDUnion_intersect	10	CBX8,CDX2,JUN,NANOG,POU5F1,PRDM14,SOX2,STAT3,SUZ12,TBX3
han_GSE107552	LEAP	normalized	50000	hESC_chipunion_KDUnion_intersect	11	CBX8,CDX2,JARID2,NANOG,POU5F1,RXRA,SALL4,STAT3,SUZ12,TBX3,TCF3
han_GSE107552	LEAP	normalized	5000	hESC_lit	0	NA
han_GSE107552	LEAP	normalized	10000	hESC_lit	0	NA
han_GSE107552	LEAP	normalized	50000	hESC_lit	0	NA
sridharan_A2S	LEAP	normalized	5000	mESC_escapechip	5	Myc,Nanog,Nr0b1,Sall4,Zic3
sridharan_A2S	LEAP	normalized	10000	mESC_escapechip	8	Chd1,E2f4,Klf4,Myc,Nanog,Nr0b1,Sall4,Zic3
sridharan_A2S	LEAP	normalized	50000	mESC_escapechip	12	Chd1,E2f4,Klf4,Myc,Nanog,Nr0b1,Sall4,Smad1,Trim28,Yy1,Zfx,Zic3
sridharan_A2S	LEAP	normalized	5000	mESC_encodechip	0	NA
sridharan_A2S	LEAP	normalized	10000	mESC_encodechip	0	NA
sridharan_A2S	LEAP	normalized	50000	mESC_encodechip	0	NA
sridharan_A2S	LEAP	normalized	5000	mESC_chipunion	5	Myc,Nanog,Nr0b1,Sall4,Zic3
sridharan_A2S	LEAP	normalized	10000	mESC_chipunion	8	Chd1,E2f4,Klf4,Myc,Nanog,Nr0b1,Sall4,Zic3
sridharan_A2S	LEAP	normalized	50000	mESC_chipunion	12	Chd1,E2f4,Klf4,Myc,Nanog,Nr0b1,Sall4,Smad1,Trim28,Yy1,Zfx,Zic3
sridharan_A2S	LEAP	normalized	5000	mESC_logof	10	Esrrb,Jarid2,Nanog,Nr5a2,Pou5f1,Sall4,Smad7,Sox2,Sox9,Suz12
sridharan_A2S	LEAP	normalized	10000	mESC_logof	14	Ascl2,Eomes,Jarid2,Klf4,Klf5,Nanog,Nr0b1,Nr5a2,Pou5f1,Sall4,Smad7,Sox2,Sox9,Suz12
sridharan_A2S	LEAP	normalized	50000	mESC_logof	16	Ascl2,Eomes,Gata3,Jarid2,Klf4,Klf5,Nanog,Nr5a2,Nrip1,Pou5f1,Sall4,Sox2,Sox9,Suz12,Tbx3,Zfp281
sridharan_A2S	LEAP	normalized	5000	mESC_nishiyama	10	Esrrb,Fosl2,Gbx2,Id3,Jun,Nanog,Pou5f1,Sall4,Smad7,Sox2
sridharan_A2S	LEAP	normalized	10000	mESC_nishiyama	13	Esrrb,Fosl2,Gbx2,Id3,Jun,Nanog,Nr0b1,Nr2f2,Pou5f1,Sall4,Smad7,Sox2,Tgif1
sridharan_A2S	LEAP	normalized	50000	mESC_nishiyama	22	Ascl2,Eomes,Esrrb,Fosl2,Foxc1,Gbx2,Jun,Klf4,Lhx2,Mycn,Nanog,Nr0b1,Nr2f2,Pou5f1,Sall4,Smad6,Smad7,Sox11,Sox15,Sox2,Sox9,Tgif1
sridharan_A2S	LEAP	normalized	5000	mESC_KDUnion	11	Esrrb,Fosl2,Gbx2,Id3,Jun,Nanog,Nr5a2,Pou5f1,Sall4,Smad7,Sox2
sridharan_A2S	LEAP	normalized	10000	mESC_KDUnion	13	Esrrb,Fosl2,Gbx2,Id3,Jun,Nanog,Nr2f2,Nr5a2,Pou5f1,Sall4,Smad7,Sox2,Tgif1
sridharan_A2S	LEAP	normalized	50000	mESC_KDUnion	28	Ascl2,Eomes,Esrrb,Fosl2,Foxc1,Gbx2,Jarid2,Jun,Klf4,Klf5,Lhx2,Mycn,Nanog,Nr0b1,Nr2f2,Nr5a2,Pou5f1,Sall4,Smad6,Smad7,Sox11,Sox15,Sox2,Sox9,Suz12,Tbx3,Tgif1,Zfp281
sridharan_A2S	LEAP	normalized	5000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Suz12
sridharan_A2S	LEAP	normalized	10000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Suz12
sridharan_A2S	LEAP	normalized	50000	mESC_chipunion_KDUnion_intersect	3	Nanog,Sox2,Suz12
sridharan_A2S	LEAP	normalized	5000	mESC_ATAC_Day4Day6Union	1	Jun
sridharan_A2S	LEAP	normalized	10000	mESC_ATAC_Day4Day6Union	1	Jun
sridharan_A2S	LEAP	normalized	50000	mESC_ATAC_Day4Day6Union	7	Fosl2,Gata3,Jun,Klf5,Max,Myc,Trp53
sridharan_A2S	LEAP	normalized	5000	mESC_lit	0	NA
sridharan_A2S	LEAP	normalized	10000	mESC_lit	0	NA
sridharan_A2S	LEAP	normalized	50000	mESC_lit	0	NA
sridharan_FBS	LEAP	normalized	5000	mESC_escapechip	0	NA
sridharan_FBS	LEAP	normalized	10000	mESC_escapechip	1	Myc
sridharan_FBS	LEAP	normalized	50000	mESC_escapechip	4	Jarid2,Klf4,Myc,Zfx
sridharan_FBS	LEAP	normalized	5000	mESC_encodechip	0	NA
sridharan_FBS	LEAP	normalized	10000	mESC_encodechip	0	NA
sridharan_FBS	LEAP	normalized	50000	mESC_encodechip	0	NA
sridharan_FBS	LEAP	normalized	5000	mESC_chipunion	0	NA
sridharan_FBS	LEAP	normalized	10000	mESC_chipunion	1	Myc
sridharan_FBS	LEAP	normalized	50000	mESC_chipunion	4	Jarid2,Klf4,Myc,Zfx
sridharan_FBS	LEAP	normalized	5000	mESC_logof	7	Id1,Nanog,Nr0b1,Nr5a2,Pou5f1,Sall4,Sox2
sridharan_FBS	LEAP	normalized	10000	mESC_logof	10	Ascl2,Id1,Mycn,Nanog,Nr0b1,Nr5a2,Sall4,Smad7,Sox2,Zfp281
sridharan_FBS	LEAP	normalized	50000	mESC_logof	21	Ascl2,Cbx8,Etv3,Gata3,Jarid2,Klf4,Klf5,Mef2c,Mybl2,Mycn,Nanog,Nr5a2,Nrip1,Sall4,Sox2,Sox9,Tbx3,Tcea3,Tcf7l2,Zfp281,Zfx
sridharan_FBS	LEAP	normalized	5000	mESC_nishiyama	12	Esrrb,Fosl2,Gbx2,Id1,Jun,Nanog,Nr0b1,Pou5f1,Sall4,Smad7,Sox15,Sox2
sridharan_FBS	LEAP	normalized	10000	mESC_nishiyama	13	Ascl2,Esrrb,Fosl2,Gbx2,Id1,Jun,Nanog,Nr0b1,Pou5f1,Sall4,Sox15,Sox2,Zic1
sridharan_FBS	LEAP	normalized	50000	mESC_nishiyama	26	Ascl2,Atf3,Dmrt1,Esrrb,Fosl2,Foxc1,Foxg1,Gbx2,Hoxa2,Id1,Jun,Lhx2,Mycn,Nanog,Nr0b1,Nr5a2,Nrip1,Pou5f1,Sall4,Smad6,Sox15,Sox2,Sox9,Tcea3,Tgif1,Zic1
sridharan_FBS	LEAP	normalized	5000	mESC_KDUnion	12	Esrrb,Fosl2,Gbx2,Id1,Jun,Nanog,Nr0b1,Pou5f1,Sall4,Smad7,Sox15,Sox2
sridharan_FBS	LEAP	normalized	10000	mESC_KDUnion	14	Ascl2,Esrrb,Fosl2,Gbx2,Id1,Jun,Nanog,Nr0b1,Nr5a2,Pou5f1,Sall4,Sox15,Sox2,Zic1
sridharan_FBS	LEAP	normalized	50000	mESC_KDUnion	29	Ascl2,Atf3,Dmrt1,Esrrb,Fosl2,Foxc1,Foxg1,Gbx2,Hoxa2,Id1,Jarid2,Jun,Klf4,Lhx2,Mycn,Nanog,Nr0b1,Nr5a2,Nrip1,Pou5f1,Sall4,Smad6,Sox15,Sox2,Sox9,Tbx3,Tgif1,Zfp281,Zic1
sridharan_FBS	LEAP	normalized	5000	mESC_chipunion_KDUnion_intersect	3	Esrrb,Nanog,Nr0b1
sridharan_FBS	LEAP	normalized	10000	mESC_chipunion_KDUnion_intersect	3	Nanog,Nr0b1,Sall4
sridharan_FBS	LEAP	normalized	50000	mESC_chipunion_KDUnion_intersect	3	Jarid2,Suz12,Zfp281
sridharan_FBS	LEAP	normalized	5000	mESC_ATAC_Day4Day6Union	1	Fosl2
sridharan_FBS	LEAP	normalized	10000	mESC_ATAC_Day4Day6Union	1	Fosl2
sridharan_FBS	LEAP	normalized	50000	mESC_ATAC_Day4Day6Union	0	NA
sridharan_FBS	LEAP	normalized	5000	mESC_lit	0	NA
sridharan_FBS	LEAP	normalized	10000	mESC_lit	0	NA
sridharan_FBS	LEAP	normalized	50000	mESC_lit	0	NA
shalek_GSE48968	LEAP	normalized	5000	mDC_chipunion	0	NA
shalek_GSE48968	LEAP	normalized	10000	mDC_chipunion	0	NA
shalek_GSE48968	LEAP	normalized	50000	mDC_chipunion	0	NA
shalek_GSE48968	LEAP	normalized	5000	mDC_KDUnion	0	NA
shalek_GSE48968	LEAP	normalized	10000	mDC_KDUnion	0	NA
shalek_GSE48968	LEAP	normalized	50000	mDC_KDUnion	0	NA
shalek_GSE48968	LEAP	normalized	5000	mDC_chipunion_KDUnion_intersect	0	NA
shalek_GSE48968	LEAP	normalized	10000	mDC_chipunion_KDUnion_intersect	0	NA
shalek_GSE48968	LEAP	normalized	50000	mDC_chipunion_KDUnion_intersect	0	NA
zhao_GSE114952	LEAP	normalized	5000	mESC_escapechip	8	Esrrb,Jarid2,Klf4,Nanog,Pou5f1,Sall4,Tcf3,Trim28
zhao_GSE114952	LEAP	normalized	10000	mESC_escapechip	12	Jarid2,Klf2,Klf4,Nanog,Nr0b1,Pou5f1,Sall4,Sox17,Sox2,Tbx3,Tcf3,Trim28
zhao_GSE114952	LEAP	normalized	50000	mESC_escapechip	20	Cdx2,E2f4,Eed,Esrrb,Jarid2,Klf2,Klf4,Klf5,Nanog,Nr0b1,Phc1,Pou5f1,Sall4,Sox17,Sox2,Tbx3,Tcf3,Trim28,Yy1,Zic3
zhao_GSE114952	LEAP	normalized	5000	mESC_encodechip	0	NA
zhao_GSE114952	LEAP	normalized	10000	mESC_encodechip	0	NA
zhao_GSE114952	LEAP	normalized	50000	mESC_encodechip	0	NA
zhao_GSE114952	LEAP	normalized	5000	mESC_chipunion	8	Esrrb,Jarid2,Klf4,Nanog,Pou5f1,Sall4,Tcf3,Trim28
zhao_GSE114952	LEAP	normalized	10000	mESC_chipunion	12	Jarid2,Klf2,Klf4,Nanog,Nr0b1,Pou5f1,Sall4,Sox17,Sox2,Tbx3,Tcf3,Trim28
zhao_GSE114952	LEAP	normalized	50000	mESC_chipunion	20	Cdx2,E2f4,Eed,Esrrb,Jarid2,Klf2,Klf4,Klf5,Nanog,Nr0b1,Phc1,Pou5f1,Sall4,Sox17,Sox2,Tbx3,Tcf3,Trim28,Yy1,Zic3
zhao_GSE114952	LEAP	normalized	5000	mESC_logof	5	Gata3,Klf4,Klf5,Pou5f1,Sall4
zhao_GSE114952	LEAP	normalized	10000	mESC_logof	10	Esrrb,Gata3,Jarid2,Klf4,Klf5,Nanog,Pou5f1,Sall4,Tcf3,Zfp42
zhao_GSE114952	LEAP	normalized	50000	mESC_logof	21	Ascl1,Eomes,Esrrb,Gata3,Jarid2,Klf4,Klf5,Myc,Myod1,Nanog,Nr0b1,Nrip1,Otx2,Pou5f1,Sall4,Sox2,Suz12,T,Tbx3,Tcf3,Zfp42
zhao_GSE114952	LEAP	normalized	5000	mESC_nishiyama	9	Aes,Dppa5a,Etv1,Klf4,Nr2f1,Nr2f2,Pou5f1,Sall4,Sox11
zhao_GSE114952	LEAP	normalized	10000	mESC_nishiyama	11	Aes,Cdx2,Esrrb,Fosl2,Gata3,Klf4,Nr2f1,Nr2f2,Pou5f1,Sall4,Sox11
zhao_GSE114952	LEAP	normalized	50000	mESC_nishiyama	21	Aes,Atf3,Elf5,Esrrb,Etv5,Fosl2,Gata2,Gata3,Gbx2,Hoxa9,Jun,Klf4,Nr2f1,Nr2f2,Pou5f1,Sall4,Six1,Sox11,Sox2,Tcf3,Zic1
zhao_GSE114952	LEAP	normalized	5000	mESC_KDUnion	8	Gata3,Klf4,Klf5,Nr2f2,Pou5f1,Sall4,Sox11,Sox17
zhao_GSE114952	LEAP	normalized	10000	mESC_KDUnion	11	Cdx2,Esrrb,Gata3,Klf4,Klf5,Nanog,Nr2f1,Nr2f2,Pou5f1,Sall4,Sox11
zhao_GSE114952	LEAP	normalized	50000	mESC_KDUnion	25	Atf3,Cdx2,Esrrb,Etv5,Fosl2,Gata2,Gata3,Gbx2,Hoxa9,Jarid2,Jun,Klf4,Klf5,Myod1,Nanog,Nr2f1,Nr2f2,Otx2,Pou5f1,Sall4,Sox11,Sox2,Tcf3,Zfp42,Zic1
zhao_GSE114952	LEAP	normalized	5000	mESC_chipunion_KDUnion_intersect	5	Esrrb,Jarid2,Nanog,Pou5f1,Sall4
zhao_GSE114952	LEAP	normalized	10000	mESC_chipunion_KDUnion_intersect	7	Esrrb,Jarid2,Nanog,Pou5f1,Sall4,Sox2,Tcf3
zhao_GSE114952	LEAP	normalized	50000	mESC_chipunion_KDUnion_intersect	10	Esrrb,Jarid2,Klf4,Nanog,Pou5f1,Sall4,Sox2,Stat3,Suz12,Tcf3
zhao_GSE114952	LEAP	normalized	5000	mESC_ATAC_Day4Day6Union	2	Pou5f1,Sox17
zhao_GSE114952	LEAP	normalized	10000	mESC_ATAC_Day4Day6Union	4	Klf5,Meis2,Pou5f1,Sox17
zhao_GSE114952	LEAP	normalized	50000	mESC_ATAC_Day4Day6Union	9	Fosl2,Gata3,Jun,Klf4,Klf5,Meis2,Pou5f1,Sox17,Tcf3
zhao_GSE114952	LEAP	normalized	5000	mESC_lit	0	NA
